time(millisecond),normalised_active_and_passive_force/SL(micrometre),Ca_binding_to_troponin_to_thin_filament_regulation/TRPNCaL(dimensionless),Ca_binding_to_troponin_to_thin_filament_regulation/TRPNCaH(dimensionless),mean_strain_of_strongly_bound_states/xXBpostr(micrometre),mean_strain_of_strongly_bound_states/xXBprer(micrometre),regulation_and_crossbridge_cycling_state_equations/XBpostr(dimensionless),regulation_and_crossbridge_cycling_state_equations/XBprer(dimensionless),regulation_and_crossbridge_cycling_state_equations/N_NoXB(dimensionless),regulation_and_crossbridge_cycling_state_equations/P_NoXB(dimensionless),regulation_and_crossbridge_cycling_state_equations/N(dimensionless),normalised_active_and_passive_force/intf(unit_normalised_force_millisecond),normalised_active_and_passive_force/SL',Ca_binding_to_troponin_to_thin_filament_regulation/TRPNCaL',Ca_binding_to_troponin_to_thin_filament_regulation/TRPNCaH',mean_strain_of_strongly_bound_states/xXBpostr',mean_strain_of_strongly_bound_states/xXBprer',regulation_and_crossbridge_cycling_state_equations/XBpostr',regulation_and_crossbridge_cycling_state_equations/XBprer',regulation_and_crossbridge_cycling_state_equations/N_NoXB',regulation_and_crossbridge_cycling_state_equations/P_NoXB',regulation_and_crossbridge_cycling_state_equations/N',normalised_active_and_passive_force/intf',sarcomere_geometry/sovr_ze(micrometre),sarcomere_geometry/sovr_cle(micrometre),sarcomere_geometry/len_sovr(micrometre),sarcomere_geometry/SOVFThick(dimensionless),sarcomere_geometry/SOVFThin(dimensionless),normalised_active_and_passive_force/force(millinewton_micrometre_per_millimetre2),Ca_binding_to_troponin_to_thin_filament_regulation/Tropreg(dimensionless),normalised_active_and_passive_force/active(unit_normalised_force),Ca_binding_to_troponin_to_thin_filament_regulation/permtot(dimensionless),normalised_active_and_passive_force/ppforce_t(unit_normalised_force),Ca_binding_to_troponin_to_thin_filament_regulation/kn_pT(first_order_rate_constant),normalised_active_and_passive_force/ppforce_c(unit_normalised_force),Ca_binding_to_troponin_to_thin_filament_regulation/inprmt(dimensionless),normalised_active_and_passive_force/ppforce(unit_normalised_force),Ca_binding_to_troponin_to_thin_filament_regulation/kp_nT(first_order_rate_constant),normalised_active_and_passive_force/afterload(unit_normalised_force),thin_filament_regulation_and_crossbridge_cycling_rates/gapslmd(dimensionless),thin_filament_regulation_and_crossbridge_cycling_rates/gappT(first_order_rate_constant),thin_filament_regulation_and_crossbridge_cycling_rates/hfmd(dimensionless),thin_filament_regulation_and_crossbridge_cycling_rates/hbmd(dimensionless),thin_filament_regulation_and_crossbridge_cycling_rates/hfT(first_order_rate_constant),thin_filament_regulation_and_crossbridge_cycling_rates/hbT(first_order_rate_constant),thin_filament_regulation_and_crossbridge_cycling_rates/gxbmd(dimensionless),thin_filament_regulation_and_crossbridge_cycling_rates/gxbT(first_order_rate_constant),regulation_and_crossbridge_cycling_state_equations/dXBpostr(first_order_rate_constant),regulation_and_crossbridge_cycling_state_equations/P(dimensionless),regulation_and_crossbridge_cycling_state_equations/dXBprer(first_order_rate_constant),mean_strain_of_strongly_bound_states/dutyprer(dimensionless),mean_strain_of_strongly_bound_states/dutypostr(dimensionless),normalised_active_and_passive_force/dSL(micrometre_per_millisecond),mean_strain_of_strongly_bound_states/dxXBprer(micrometre_per_millisecond),mean_strain_of_strongly_bound_states/dxXBpostr(micrometre_per_millisecond),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/FrSBXB(dimensionless),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dFrSBXB(first_order_rate_constant),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/TropTot(micromolar),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dsovr_ze(micrometre_per_millisecond),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dsovr_cle(micrometre_per_millisecond),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dlen_sovr(micrometre_per_millisecond),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dSOVFThin(first_order_rate_constant),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dSOVFThick(first_order_rate_constant),equation_for_simulated_calcium_transient/Cai(micromolar),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dforce(millinewton_micrometre_per_millimetre2_per_millisecond),Ca_binding_to_troponin_to_thin_filament_regulation/dTRPNCaL(first_order_rate_constant),Ca_binding_to_troponin_to_thin_filament_regulation/dTRPNCaH(first_order_rate_constant),calculation_of_micromolar_per_millisecondes_of_Ca_for_apparent_Ca_binding/dTropTot(micromolar_per_millisecond)
0,1.89999811516093,0.0147730085063734,0.13066096561522,0.00700005394873882,3.41212828972468e-8,0.00000181017564383744,3.0494964880038e-7,0.999999959256274,4.07437173988636e-8,0.999997834540066,-0.0000045113452510363,2.2863439175205895e-8,2.9053289882528284,2.5635823317266118,-6.578049038835839e-10,-4.12294867276244e-10,-2.224142396432694e-8,-3.6644293436329354e-9,1.3235815359110038e-11,-1.3235815359110038e-11,2.604348921130063e-8,5.6120019109248687e-8,0.825,0.25000094241953497,0.574999057580465,0.7419342678457613,0.4791658813170542,0.0000011281559474106177,0.07030256360846686,0.0000018908699504278675,4.0738842239313064e-7,0.0012973803905006456,1.1056628291758649e-7,0,100,0.0012973803905006456,2.7140261440932605,0.0000018848390699321982,2.548394392925432,0.054205414481427176,0.9999999998811978,1,0.18466558793418464,0.03693311759122466,1.0000000000593974,0.006463295578848219,-2.224142396432694e-8,5.033464139589997e-8,-3.6644293436329354e-9,0.14234479940739378,0.6057225505924412,2.2863439175205895e-8,-4.12294867276244e-10,-6.578049038835839e-10,0.000002411242833607115,-2.9532672771074254e-8,1.0341199681130635,0,-1.1431719587602948e-8,1.1431719587602948e-8,9.526432989669124e-9,1.4750605919487676e-8,100,-1.3861619408583137e-8,2.9053289882528284,2.5635823317266118,203.37300142346828
6.538964021213443e-7,1.8999981151609449,0.014774908286658383,0.13066264192922847,0.00700005394873839,3.4121282627648676e-8,0.0000018101756292938531,3.0494964640422284e-7,0.999999959256274,4.0743717404036956e-8,0.999997834540083,-0.0000045113452143396215,2.286343901652015e-8,2.9053230432514514,2.563577354191309,-6.578048853869155e-10,-4.1229485501031685e-10,-2.224142377567522e-8,-3.6644293105546047e-9,-7.911576400498164e-12,7.911576400498164e-12,2.602234172377168e-8,5.6120018933607935e-8,0.825,0.2500009424195275,0.5749990575804724,0.741934267845771,0.4791658813170604,0.0000011281559383465547,0.07030435631133723,0.0000018908699352358507,4.0746634134283526e-7,0.0012973803905011363,1.1058743032424835e-7,0,100,0.0012973803905011363,2.7140261440932605,0.0000018848390550552097,2.548394392925374,0.05420541448142595,0.9999999998811978,1,0.18466558793418464,0.03693311759122466,1.0000000000593974,0.006463295578848219,-2.224142377567522e-8,5.033464134923163e-8,-3.6644293105546047e-9,0.1423447994073943,0.6057225505924434,2.286343901652015e-8,-4.1229485501031685e-10,-6.578048853869155e-10,0.0000024112428142958063,-2.9532672518301997e-8,1.0342529527148638,0,-1.1431719508260074e-8,1.1431719508260074e-8,9.526432923550063e-9,1.4750605817109775e-8,100,-1.3861619291005024e-8,2.9053230432514514,2.563577354191309,203.37258527345057
0.5303983682545315,1.8999981251617033,0.7666325063949953,0.815283129162076,0.007000052559051483,3.289883455713545e-8,0.000016902060115383247,0.0006873802402879046,0.9126040782291096,0.08739592177088155,0.9125999075311116,-0.000005911206082412157,-5.733823851546304e-9,0.5525275692130717,0.5307108228291156,-1.4854464658518369e-8,-1.4004762473787445e-8,0.00012620198742397594,0.0038388622288244084,-0.24518018494628782,0.24518018494628782,-0.2451980647724572,-0.000015722220196567492,0.825,0.2500009374191483,0.5749990625808516,0.7419342742978732,0.47916588548404304,0.000010535875338129546,0.7899442251325337,0.00001765887962922927,0.9994761194686884,0.0012973807202642004,0.27126043186348997,0,1.0005241551259774,0.0012973807202642004,0.02715448714808724,0.000001874838296611614,2.548394354212761,0.05420541365799248,0.9999999998895578,1,0.18466558793572843,0.03693311759122466,1.0000000000563767,0.006463295578828696,0.00012620198742397594,0.08669581016848507,0.0038388622288244084,0.14234479976796285,0.6057225521321139,-5.733823851546304e-9,-1.4004762473787445e-8,-1.4854464658518369e-8,0.0008028818224597481,0.004520173206523158,53.665585606515386,0,2.866911925773152e-9,-2.866911925773152e-9,-2.3890932714776266e-9,-3.699241194546003e-9,100,0.00007866316246450942,0.5525275692130717,0.5307108228291156,38.68371843145751
1.0534182100971103,1.8999979598922065,0.9088374625616292,0.9561957501614646,0.006999964212917295,-4.840603648787607e-8,0.00021973308595046165,0.003952399220716107,0.793831761506411,0.20616823849358049,0.7937984939361853,-0.000055305709561154685,-9.837077236211171e-7,0.10752418280522102,0.11229426004992549,-4.99548099410397e-7,-4.5390671208015007e-7,0.0007203364983201192,0.00839097008563056,-0.20984278282081675,0.20984278282081675,-0.20994608915201773,-0.0002273892935613516,0.825,0.2500010200538967,0.5749989799461033,0.7419341676723914,0.4791658166217527,0.0001369253530241218,0.9315299351132122,0.000229496672050787,0.9999557881149971,0.0012973752707041814,0.2713906151881483,0,1.00004421383978,0.0012973752707041814,0.027141461416103546,0.000002040107793366275,2.5483949939656516,0.054205427265804004,1.0000000002390963,1,0.18466558800027616,0.03693311759122466,1.0000000002090963,0.006463295579815767,0.0007203364983201192,0.20202937375714813,0.00839097008563056,0.14234479376164472,0.6057225267712592,-9.837077236211171e-7,-4.5390671208015007e-7,-4.99548099410397e-7,0.004756230829599888,0.010386889505703774,63.62617752394252,0,4.918538618105586e-7,-4.918538618105586e-7,-4.098782181754655e-7,-6.346501442716886e-7,100,0.0004487234256984675,0.10752418280522102,0.11229426004992549,7.5439530624324265
1.5583845707410993,1.8999964850158386,0.936106563071415,0.9855578683394178,0.006999231824373046,-6.961624033694183e-7,0.0008020256194809295,0.009018681154302837,0.695468779937029,0.30453122006296246,0.6953524014571858,-0.00030301931845433486,-0.000005849487319409282,0.022190714842745263,0.02510833960644117,-0.0000028808345452574856,-0.000002510543066375939,0.0016306351046545286,0.011486413934111893,-0.18048142553234148,0.18048142553234148,-0.1807132264439629,-0.0008331103960394109,0.825,0.25000175749208065,0.5749982425079193,0.7419332161392508,0.4791652020899328,0.000499227699060506,0.9598019077537685,0.0008367412827467695,0.9999717656662755,0.0012973266388541824,0.2713949515373371,0,1.0000282351309246,0.0012973266388541824,0.02714102774976772,0.0000035149841612902577,2.5484007031644955,0.05420554870285102,1.000000049453276,1,0.18466559708844157,0.03693311759122466,1.0000000963418485,0.00646329620115016,0.0016306351046545286,0.29482689176903043,0.011486413934111893,0.14234473587349294,0.6057223015763072,-0.000005849487319409282,-0.000002510543066375939,-0.0000028808345452574856,0.011195605722113493,0.01495343590419372,65.54602927655498,0,0.000002924743659704641,-0.000002924743659704641,-0.000002437286383087201,-0.000003773862786715666,100,0.0010132032216766662,0.022190714842745263,0.02510833960644117,1.5792484427795213
2.1076439259522437,1.8999897472716614,0.9419220331265414,0.9923545382829311,0.006995949735678131,-0.0000034899979238440986,0.002027527009936273,0.015988140085036715,0.6040385214245255,0.3959614785754661,0.6037490154984905,-0.0010765199314170459,-0.000020915234928028246,0.00399230644794768,0.004926760015200836,-0.000010116001426927198,-0.000008484540013602908,0.0028644755237074667,0.01371752697776895,-0.15318666377151158,0.15318666377151158,-0.15358919808308247,-0.0020977343209776763,0.825,0.2500051263641693,0.5749948736358307,0.7419288692075235,0.4791623946965256,0.0012578969331925175,0.966087393067822,0.002108325109811602,0.9999743989858837,0.0012971044809048694,0.2713956662271634,0,1.000025601669545,0.0012971044809048694,0.027140956276937384,0.000010252728338544514,2.5484267847548585,0.05420610346918541,1.0000012428666405,1,0.18466581747082222,0.03693311759122466,1.000002678312334,0.006463312889188582,0.0028644755237074667,0.37823531740653654,0.01371752697776895,0.14234438172017252,0.6057212844867168,-0.000020915234928028246,-0.000008484540013602908,-0.000010116001426927198,0.020537860488269204,0.018903482851683116,65.9692836542365,0,0.000010457617464014123,-0.000010457617464014123,-0.00000871468122001177,-0.000013493699953566612,100,0.0017659776628296308,0.00399230644794768,0.004926760015200836,0.3120811973058526
2.6306326570523733,1.899971761775817,0.9429470763786749,0.9936603207023185,0.006987337646292267,-0.000010584672089943285,0.0038647401462688622,0.02352611218230789,0.5298646326866364,0.4701353673133552,0.5293184883039205,-0.0026327324661174272,-0.00005096035587137072,0.0007846283844671897,0.0010494565644337296,-0.000024213316705025513,-0.0000196924466090318,0.0041767964913344965,0.014988062748387725,-0.13104311300049984,0.13104311300049984,-0.13162348242637026,-0.003963266237807827,0.825,0.2500141191120915,0.5749858808879085,0.7419172656618175,0.47915490073992373,0.002382019883934544,0.9672465759287698,0.00399243546975172,0.999974855345413,0.0012965115336393213,0.27139579008433273,0,1.0000251452868565,0.0012965115336393213,0.0271409438905919,0.000028238224182963734,2.548496406029095,0.05420758434280418,1.0000114322371079,1,0.1846676990969105,0.03693311759122466,1.0000261775183672,0.0064634647715030346,0.0041767964913344965,0.4432906593675028,0.014988062748387725,0.14234279061956975,0.6057185657395401,-0.00005096035587137072,-0.0000196924466090318,-0.000024213316705025513,0.031225571654577497,0.02184793953328333,66.05940895001328,0,0.00002548017793568536,-0.00002548017793568536,-0.000021233481613071135,-0.00003287764894927144,100,0.0025345074725927766,0.0007846283844671897,0.0010494565644337296,0.09236157602008632
3.2109320109727015,1.8999265778887715,0.9431488310791574,0.9939424021946988,0.006966126182738515,-0.000027549829742547897,0.006729135020466192,0.03245082116992145,0.4600429506569757,0.5399570493430158,0.45910140717864073,-0.005714725065486451,-0.00010988917463602472,0.00015327538975734578,0.00021186254603917584,-0.00005108825018915093,-0.00004035490530071504,0.0057009856295542295,0.01565885423616317,-0.11019878907813604,0.11019878907813604,-0.11098108463537668,-0.006785355471536275,0.825,0.2500367110556142,0.5749632889443858,0.7418881147669495,0.4791360741203215,0.004093618940791151,0.9674858633340093,0.006861197746118883,0.9999749484656527,0.0012950223780460476,0.27139581535740925,0,1.0000250521619425,0.0012950223780460476,0.027140941363157384,0.00007342211122840503,2.5486713113983033,0.05421130465315304,1.0000774512766282,1,0.1846798905416598,0.03693311759122466,1.0001873539560486,0.006464506502460054,0.0057009856295542295,0.5017186366309715,0.01565885423616317,0.14233508324051514,0.6057112144284786,-0.00010988917463602472,-0.00004035490530071504,-0.00005108825018915093,0.04466515005704191,0.024350217446917833,66.09650937937344,0,0.00005494458731801236,-0.00005494458731801236,-0.000045787156098343636,-0.00007089624170066112,100,0.0033495948200216825,0.00015327538975734578,0.00021186254603917584,0.05229261414980888
3.79123136489303,1.8998375844088773,0.9431894202633624,0.9940005694249671,0.006925287165196492,-0.000059357877246729246,0.01048163454389564,0.04158822283182527,0.4013274032033849,0.5986725967966067,0.3998742801366122,-0.010641356197385368,-0.00020308218848035003,0.000026259251152405128,0.00003914464197468312,-0.00009217479146996074,-0.00007099800005081792,0.0072277481369022525,0.015751352158240146,-0.09267004226244832,0.09267004226244832,-0.0936494565284484,-0.010294333306048524,0.825,0.2500812077955613,0.5749187922044386,0.7418306996186306,0.4790989935036989,0.006242037142835031,0.9675329906854535,0.01046210011118743,0.9999749667621712,0.0012920913273839676,0.2713958203231322,0,1.0000250338645074,0.0012920913273839676,0.027140940866560215,0.00016241559112262216,2.5490158022882166,0.054218632118448316,1.000359590922141,1,0.18473199202518417,0.03693311759122466,1.0009117635973153,0.006469188576091449,0.0072277481369022525,0.5480558624876669,0.015751352158240146,0.14230600599091783,0.6056929754494578,-0.00020308218848035003,-0.00007099800005081792,-0.00009217479146996074,0.059359637408321834,0.026196174336462333,66.12441120437892,0,0.00010154109424017501,-0.00010154109424017501,-0.00008461757853347919,-0.00013102076676151615,100,0.004022626555660237,0.000026259251152405128,0.00003914464197468312,0.046485522834302094
4.371530718813357,1.8996831592034147,0.9431965671557185,0.994011434533399,0.006856173267051596,-0.00011194752808288106,0.015108783877659767,0.05065083881821343,0.3519514346013222,0.6480485653986693,0.34987542905779967,-0.017755223051025792,-0.0003360940132254022,0.000003894409683374844,0.000006882511783077444,-0.00014858174528834404,-0.00011192388525232264,0.00870943841448206,0.015423739656635283,-0.07792950076376609,0.07792950076376609,-0.07909451481855391,-0.014280489921009169,0.825,0.2501584203982926,0.5748415796017073,0.741731070453816,0.47903464966808945,0.008715476905139226,0.9675386493479161,0.014607761827077995,0.9999749689581072,0.0012870114319166528,0.27139582091911496,0,1.0000250316684616,0.0012870114319166528,0.02714094080695896,0.0003168407965852271,2.549613577277104,0.0542313470424527,1.0012796189373991,1,0.1849018895395579,0.03693311759122466,1.0033830367971608,0.006485161145237188,0.00870943841448206,0.5843649482463271,0.015423739656635283,0.14221645213836123,0.6056456287363627,-0.0003360940132254022,-0.00011192388525232264,-0.00014858174528834404,0.07496596987329544,0.027511823001073767,66.15149764691945,0,0.0001680470066127011,-0.0001680470066127011,-0.00014003917217725092,-0.000216834847242195,100,0.004454321998612169,0.000003894409683374844,0.000006882511783077444,0.047121431687309596
