0.01 0.0
0.02 0.000625438126376
0.03 0.00125291793143
0.04 0.00188498789649
0.05 0.00252424362643
0.06 0.0031733467234
0.07 0.00383504387622
0.08 0.00451218630662
0.09 0.00532927541583
0.1 0.00624911968866
0.11 0.00724167844666
0.12 0.00831232626081
0.13 0.00946664555213
0.14 0.0107104455427
0.15 0.0120497836487
0.16 0.0134909896427
0.17 0.0150406929176
0.18 0.0167058531985
0.19 0.0184937950585
0.2 0.0204122466087
0.21 0.0224693827502
0.22 0.0246738733957
0.23 0.0270349370879
0.24 0.0295624004666
0.25 0.0322667640586
0.26 0.0351592748886
0.27 0.0382520064286
0.28 0.0415579464243
0.29 0.0450910931498
0.3 0.0488665606519
0.31 0.0529006935512
0.32 0.0572111919723
0.33 0.061817247173
0.34 0.0667396884566
0.35 0.0720011419642
0.36 0.0776262019879
0.37 0.0836416155138
0.38 0.0900764808256
0.39 0.096962461177
0.4 0.104334014804
0.41 0.112228642905
0.42 0.120687157707
0.43 0.129753973322
0.44 0.139477422908
0.45 0.149910106552
0.46 0.161461759779
0.47 0.174747528403
0.48 0.189209024234
0.49 0.20496274986
0.5 0.222137238803
