0.01 0.0
0.02 0.00065742921219
0.03 0.00160591255719
0.04 0.00308004494133
0.05 0.00531715920705
0.06 0.00856325646159
0.07 0.013063204129
0.08 0.0190648510916
0.09 0.0268176505554
0.1 0.0365727110752
0.11 0.0485832795066
0.12 0.0631056816497
0.13 0.0804007281511
0.14 0.100735580124
0.15 0.124386067835
0.16 0.151639465502
0.17 0.182797741409
0.18 0.218181321385
0.19 0.258133422863
0.2 0.303184023894
0.21 0.353711664553
0.22 0.410127269211
0.23 0.472941341054
0.24 0.542723080597
0.25 0.620110871319
0.26 0.705824455734
0.27 0.800679110355
0.28 0.905602194279
0.29 1.02165252799
0.3 1.15004316025
0.31 1.29216820665
0.32 1.44963459922
0.33 1.62429978109
0.34 1.81831662336
0.35 2.03418714596
0.36 2.27482700863
0.37 2.54364322323
0.38 2.8446281545
0.39 3.18247366111
0.4 3.56271023257
0.41 3.99187726732
0.42 4.4777323009
0.43 5.02950914889
0.44 5.65823773454
0.45 6.37714203801
0.46 7.20213741821
0.47 8.15245490859
0.48 9.25142850178
0.49 10.5274926388
0.5 12.0154521002
