0.01 0.0
0.02 0.00303040116978
0.03 0.00674000620617
0.04 0.0113748964277
0.05 0.0171865210647
0.06 0.0244323005537
0.07 0.0333763913439
0.08 0.044290635879
0.09 0.0574557333642
0.1 0.0731626848216
0.11 0.0917145810617
0.12 0.113428808857
0.13 0.13863975104
0.14 0.167702055637
0.15 0.200994551377
0.16 0.238924893555
0.17 0.281935035553
0.18 0.330507637062
0.19 0.385173540034
0.2 0.446520467854
0.21 0.515203132757
0.22 0.591954972116
0.23 0.67760177723
0.24 0.773077530352
0.25 0.879442829005
0.26 0.997906353629
0.27 1.12984992847
0.28 1.2768578401
0.29 1.44075121767
0.3 1.62362845035
0.31 1.82791282661
0.32 2.05640883839
0.33 2.31236891013
0.34 2.59957270587
0.35 2.9224216543
0.36 3.28605193755
0.37 3.69646994591
0.38 4.16071514757
0.39 4.68705651206
0.4 5.28523012486
0.41 5.9667275255
0.42 6.74514670957
0.43 7.63662077776
0.44 8.66034315128
0.45 9.83921331064
0.46 11.2006334463
0.47 12.7774948823
0.48 14.6094040814
0.49 16.7442124293
0.5 19.2399329624
