0.01 0.0
0.02 0.000660507085373
0.03 0.00145999279201
0.04 0.00243456369257
0.05 0.00362163212107
0.06 0.00505987031558
0.07 0.00678916591154
0.08 0.00885058664472
0.09 0.011286362481
0.1 0.0141398928944
0.11 0.0174557865598
0.12 0.0212799392557
0.13 0.0256596551627
0.14 0.0306438161253
0.15 0.0362831032828
0.16 0.0426302757139
0.17 0.0497405112848
0.18 0.0576718156846
0.19 0.0664855066252
0.2 0.076246781362
0.21 0.0870253770695
0.22 0.0988963352809
0.23 0.111940883348
0.24 0.126247448439
0.25 0.141912822483
0.26 0.15904349929
0.27 0.177757209679
0.28 0.198184685041
0.29 0.220471685564
0.3 0.244781336275
0.31 0.271296822291
0.32 0.300224504496
0.33 0.331797528668
0.34 0.3662800152
0.35 0.403971933576
0.36 0.4452147863
0.37 0.490398251849
0.38 0.539967966476
0.39 0.594434661572
0.4 0.654384918486
0.41 0.72049385819
0.42 0.793540151666
0.43 0.874423821619
0.44 0.964187411411
0.45 1.06404122848
0.46 1.17539353396
0.47 1.29988675689
0.48 1.43944107255
0.49 1.59630701498
0.5 1.77312921495
